modelo,categoria,nombre,image_url,product_page_url,source_url,description,key_facts,catalogo,estudio_de_caso,manual_de_instrucciones,modelo_especifico,numero_de_articulo,Rango de temperatura,Desviación de temperatura a 37 °C,Fluctuación de la temperatura a 37 °C,Tiempo de calentamiento a 37 °C,Tensión nominal,Frecuencia de red,Potencia nominal,Fusible del equipo,Fase (tensión nominal),Puertas exteriores,Cantidad de bandejas (est./máx.),Desviación de temperatura a 100 °C,Fluctuación de la temperatura a 100 °C,Tiempo de calentamiento a 100 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 37 °C,Puertas interiores,Nivel de presión acústica,Consumo energético a 100 °C,Consumo energético a 37 °C,Compensación de calor máxima a 37 °C,Compensación de calor máxima a 40 °C,Rango de humedad,Rango de CO₂,Tecnología de medición de CO₂,Tiempo de recuperación de CO₂ tras 30 s con la puerta abierta y un 5 % de vol. de CO₂,Rango de regulación de O₂ estándar,Rango de regulación de O₂ por opción: rango de O₂,Tiempo de recuperación de O₂ tras 30 s con la puerta abierta y un 5 % de vol. de O₂,Desviación de temperatura a -80 °C,Fluctuación de la temperatura a -80 °C,Tiempo de refrigeración de 22 °C a -80 °C,Energieverbrauch bei Sollwert -80 °C und Tᵤ = 20 °C,Bastidores por nivel,Tiempo de calentamiento a 150 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 150 °C,Desviación de temperatura a 150 °C,Fluctuación de la temperatura a 150 °C,Tasa de intercambio de aire a 100 °C,Consumo energético a 150 °C,Tasa de intercambio de aire a 150 °C,Rango de temperatura con humedad,Desviación de temperatura a 25 °C y 60 % h.r.,Desviación de temperatura a 40 °C y 75 % h.r.,Fluctuación de la temperatura a 25 °C y 60 % h.r.,Fluctuación de la temperatura a 40 °C y 75 % h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 25 °C y 60 % de h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 40 °C y 75 % de h.r.,Consumo energético a 25 °C y 60 % h.r.,Consumo energético a 40 °C y 75 % h.r.,Consumo energético a 85 °C y 85 % h.r.,Desviación de temperatura en el espacio en función del valor de consigna,Fluctuación de la temperatura en función del valor de consigna,Velocidad media de calentamiento según IEC 60068-3-5,Tiempo de refrigeración de 180 °C a -40 °C,Velocidad media de refrigeración según IEC 60068-3-5,Consumo energético a 20 °C,Fluctuación de la temperatura con humedad en función del valor de consigna,Desviación momentánea de la humedad con humedad en función del valor de consigna,Compensación de calor máxima a 25 °C y 90 % h.r.,Tiempo de refrigeración de 180 °C a -70 °C
FD-S 115,camaras-de-secado,Modelo FD-S 115 | Cámaras de calor y de secado con convección forzada,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD-S_ED-S_FD-S_115_GF_Web_670x515.jpg?v=20241220023024,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fd-s-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Los nuevos productos Solid.Line convencen por la fiabilidad y la calidad probadas de BINDER. Son aptos para secado y almacenamiento térmico. Las características de rendimiento de Solid.Line se adaptan a la aplicación correspondiente y, por ello, se utilizan en investigación y en control de calidad.","Rango de temperatura:
temperatura ambiente +10 °C hasta 250 °C|Tecnología de cámara de precalentamiento APT.line™|Convección forzada|Rejilla de aire ajustable|Controlador con función de cronómetro|1 rejilla cromadas, incl. soportes de rejilla|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/18022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/18029,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/18036,FDS115UL-120V,9090-0025,+10 °C por encima de la temperatura ambiente hasta 250 °C,,,,120 V,60 Hz,"1,4 kW","6,3 A",1~,1,1/5,,,,,,48 dB(A),,,,,,,,,,,,,,,,,20 min,8 min,"2,0 ± K","0,4 ± K",2 x/h,340 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 56,camaras-de-secado,Modelo FED 56 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_056_GF_Web_670x515.jpg?v=20241220023029,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-56,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Apilable|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19192,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19199,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19206,FED056-230V,9010-0295,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"1,1 kW","6,3 A",1~,1,2/4,,,,,,43 dB(A),180 Wh/h,,,,,,,,,,,,,,,,15 min,4 min,"1,4 ± K","0,3 ± K",80 x/h,290 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 56,camaras-de-secado,Modelo FED 56 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_056_GF_Web_670x515.jpg?v=20241220023029,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-56,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Apilable|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19192,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19199,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19206,FED056UL-120V,9010-0296,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,120 V,60 Hz,"1,2 kW","12,5 A",1~,1,2/4,,,,,,43 dB(A),180 Wh/h,,,,,,,,,,,,,,,,15 min,4 min,"1,4 ± K","0,3 ± K",80 x/h,290 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 115,camaras-de-secado,Modelo FED 115 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_115_GF_Web_670x515.jpg?v=20241220023029,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Apilable|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19235,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19242,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19249,FED115-230V,9010-0293,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"1,3 kW","6,3 A",1~,1,2/5,,,,,,43 dB(A),215 Wh/h,,,,,,,,,,,,,,,,18 min,4 min,"1,2 ± K","0,3 ± K",32 x/h,340 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 115,camaras-de-secado,Modelo FED 115 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_115_GF_Web_670x515.jpg?v=20241220023029,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Apilable|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19235,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19242,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/19249,FED115UL-120V,9010-0294,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,120 V,60 Hz,"1,4 kW","12,5 A",1~,1,2/5,,,,,,43 dB(A),215 Wh/h,,,,,,,,,,,,,,,,18 min,4 min,"1,2 ± K","0,3 ± K",32 x/h,340 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 260,camaras-de-secado,Modelo FED 260 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_260_GF_Web_670x515.jpg?v=20241220023020,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-260,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17260,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17267,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17274,FED260-230V,9010-0299,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"2,3 kW","12,5 A",1~,1,2/8,,,,,,43 dB(A),245 Wh/h,,,,,,,,,,,,,,,,19 min,5 min,"1,6 ± K","0,4 ± K",9 x/h,410 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 260,camaras-de-secado,Modelo FED 260 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED_FD_FED_260_GF_Web_670x515.jpg?v=20241220023020,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-260,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 10 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17260,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17267,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17274,FED260UL-240V,9010-0300,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,240 V,60 Hz,"2,5 kW","16,0 A",1~,1,2/8,,,,,,43 dB(A),245 Wh/h,,,,,,,,,,,,,,,,19 min,5 min,"1,6 ± K","0,4 ± K",9 x/h,410 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 720,camaras-de-secado,Modelo FED 720 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED-FD-FED_720_GF_Web_670x515.jpg?v=20241220023020,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-720,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 12 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17303,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17310,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17317,FED720-400V,9010-0301,+12 °C por encima de la temperatura ambiente hasta 300 °C,,,,400 V,50/60 Hz,"4,5 kW","16,0 A",3~/N/PE,2,2/16,,,,,,43 dB(A),480 Wh/h,,,,,,,,,,,,,,,,25 min,6 min,"2,0 ± K","0,6 ± K",5 x/h,800 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 720,camaras-de-secado,Modelo FED 720 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/ED-FD-FED_720_GF_Web_670x515.jpg?v=20241220023020,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-720,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED Avantgarde.Line ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador de regulación, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 12 °C por encima de la temperatura ambiente hasta 300 °C|Hasta un 30 % menos de consumo energético frente a los equipos disponibles en el mercado|Gran precisión de temperatura gracias a la tecnología APT.line™|Velocidad del ventilador ajustable|Controlador con pantalla LCD y funciones de temporización ampliadas|Regulación de la rejilla de aire de salida por control electromecánico|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Dispositivo integrado de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Diseño ergonómico de la manilla|Interfaz Ethernet|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17303,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17310,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17317,FED720UL-208V,9010-0302,+12 °C por encima de la temperatura ambiente hasta 300 °C,,,,208 V,60 Hz,"4,5 kW","16,0 A",3~,2,2/16,,,,,,43 dB(A),480 Wh/h,,,,,,,,,,,,,,,,25 min,6 min,"2,0 ± K","0,6 ± K",5 x/h,800 Wh/h,,,,,,,,,,,,,,,,,,,,,
FED 400,camaras-de-secado,Modelo FED 400 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023021,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-400,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 300 °C|Tecnología de cámara de precalentamiento APT.line™|Velocidad del ventilador ajustable|Rejilla de aire regulable|Controlador con funciones de temporización avanzadas|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17466,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17473,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17480,FED400-400V,9010-0216,+5 °C por encima de la temperatura ambiente hasta 300 °C,,,,400 V,50/60 Hz,"3,4 kW","16,0 A",3~/N/PE,2,2/10,,,,,,,,,,,,,,,,,,,,,,,29 min,6 min,"3,8 ± K","0,7 ± K",,1.200 Wh/h,18 x/h,,,,,,,,,,,,,,,,,,,,
FED 400,camaras-de-secado,Modelo FED 400 | Cámaras de calor y de secado con convección forzada y funciones de temporización avanzadas,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023021,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fed-400,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion,"Las cámaras de calor BINDER de la serie FED ofrecen una capacidad prácticamente ilimitada y resultan, al mismo tiempo, muy adaptables. Gracias a las funciones ampliadas de temporización y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 300 °C|Tecnología de cámara de precalentamiento APT.line™|Velocidad del ventilador ajustable|Rejilla de aire regulable|Controlador con funciones de temporización avanzadas|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente de clase 2 (DIN 12880) y alarma óptica|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17466,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17473,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17480,FED400UL-208V,9010-0217,+5 °C por encima de la temperatura ambiente hasta 300 °C,,,,208 V,60 Hz,"3,4 kW","16,0 A",3~,2,2/10,,,,,,,,,,,,,,,,,,,,,,,29 min,6 min,"3,8 ± K","0,7 ± K",,1.200 Wh/h,18 x/h,,,,,,,,,,,,,,,,,,,,
FP 56,camaras-de-secado,Modelo FP 56 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_056_GF_Web_670x515.jpg?v=20241220023021,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-56,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17523,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17529,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17536,FP056-230V,9010-0363,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"1,2 kW","10,0 A",1~,1,2/4,,,,,,43 dB(A),180 Wh/h,,,,,,,,,,,,,,,,15 min,4 min,"1,4 ± K","0,4 ± K",80 x/h,290 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 56,camaras-de-secado,Modelo FP 56 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_056_GF_Web_670x515.jpg?v=20241220023021,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-56,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17523,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17529,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17536,FP056UL-120V,9010-0367,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,120 V,60 Hz,"1,2 kW","16,0 A",1~,1,2/4,,,,,,43 dB(A),180 Wh/h,,,,,,,,,,,,,,,,15 min,4 min,"1,4 ± K","0,4 ± K",80 x/h,290 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 115,camaras-de-secado,Modelo FP 115 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_115_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17579,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17585,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17592,FP115-230V,9010-0364,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"1,4 kW","10,0 A",1~,1,2/5,,,,,,43 dB(A),230 Wh/h,,,,,,,,,,,,,,,,19 min,5 min,"1,4 ± K","0,3 ± K",32 x/h,370 Wh/h,,,,,,,,,,,,,,,,,,,,,
